GeoLocation,_version_,all_locations,buid,city_exact,city_slab_exact,company_buid_slab,company_buid_slab_exact,company_exact,company_member,company_slab_exact,country_ac,country_exact,country_short_exact,country_slab_exact,date_added,date_new,date_updated,django_ct,django_id,federal_contractor,guid,id,is_posted,lat_long_buid_slab_exact,location_exact,network,on_sites,onet_exact,other,reqid,salted_date,score,state_short,state_short_exact,title_exact,title_slab_exact,title_slug
"27.506948, -99.49018",1.78078E+18,"'78040', 'Laredo', 'Texas', 'TX', 'Laredo, Texas', 'United States'",55926,Laredo,"laredo/texas/usa/jobs::Laredo, TX",Amentum::55926,Amentum::55926,Amentum,TRUE,amentum/careers::Amentum,United States,United States,USA,usa/jobs::United States,2023-10-26T02:22:39.38Z,2023-10-26T07:21:23Z,2023-10-26T07:21:23Z,seo.joblisting,0,TRUE,99EA074F79AA47168A683206D9C11648,seo.joblisting.99EA074F79AA47168A683206D9C11648,FALSE,27.506948::-99.49018::55926,"Laredo, TX",TRUE,0,"'11902100', '11919900', '11305100'",{},R0105704,2023-10-27T02:38:04.112Z,1.4510157,TX,TX,Site Manager,site-manager/jobs-in::Site Manager,site-manager
"40.853245, -74.708206",1.78079E+18,"'07836', 'Flanders', 'New Jersey', 'NJ', 'Flanders, New Jersey', 'United States'",51440,Flanders,"flanders/new-jersey/usa/jobs::Flanders, NJ",Lowe's::51440,Lowe's::51440,Lowe's,TRUE,lowes/careers::Lowe's,United States,United States,USA,usa/jobs::United States,2023-10-26T04:52:16.858Z,2023-10-26T09:48:52Z,2023-10-26T09:48:52Z,seo.joblisting,0,TRUE,1462E1BA03E0428F92AC3EBE52A1ABBB,seo.joblisting.1462E1BA03E0428F92AC3EBE52A1ABBB,FALSE,40.853245::-74.708206::51440,"Flanders, NJ",TRUE,0,"'53706500', '41203100', '43405100'",{},2711542BR,2023-10-27T02:37:57.57Z,1.4510065,NJ,NJ,Part Time - Fulfillment Associate - Flexible,part-time-fulfillment-associate-flexible/jobs-in::Part Time - Fulfillment Associate - Flexible,part-time-fulfillment-associate-flexible
"40.587845, -73.81184",1.78077E+18,"'11693', 'Far Rockaway', 'New York', 'NY', 'Far Rockaway, New York', 'United States'",52997,Far Rockaway,"far-rockaway/new-york/usa/jobs::Far Rockaway, NY",Actalent::52997,Actalent::52997,Actalent,TRUE,actalent/careers::Actalent,United States,United States,USA,usa/jobs::United States,2023-10-26T00:02:48.095Z,2023-10-26T05:00:17Z,2023-10-26T05:00:17Z,seo.joblisting,0,TRUE,CD8F66F03C43496F9A3BE3CA16BF97E3,seo.joblisting.CD8F66F03C43496F9A3BE3CA16BF97E3,FALSE,40.587845::-73.81184::52997,"Far Rockaway, NY",TRUE,0,"'29201100', '99999999'",{},JP-004116141,2023-10-27T02:37:54.182Z,1.4510018,NY,NY,Medical Technologist,medical-technologist/jobs-in::Medical Technologist,medical-technologist
"36.115005, -80.08461",1.78078E+18,"'27284', 'Kernersville', 'North Carolina', 'NC', 'Kernersville, North Carolina', 'United States'",48223,Kernersville,"kernersville/north-carolina/usa/jobs::Kernersville, NC",Staples::48223,Staples::48223,Staples,TRUE,staples/careers::Staples,United States,United States,USA,usa/jobs::United States,2023-10-26T00:27:34.611Z,2023-10-26T05:23:03Z,2023-10-26T05:23:03Z,seo.joblisting,0,TRUE,72D0734A4FDE4D21BD71190B82F837C9,seo.joblisting.72D0734A4FDE4D21BD71190B82F837C9,FALSE,36.115005::-80.08461::48223,"Kernersville, NC",TRUE,0,"'41203100', '41101100', '41909900'",{},1272647,2023-10-27T02:37:51.778Z,1.4509983,NC,NC,Retail Sales Print Associate,retail-sales-print-associate/jobs-in::Retail Sales Print Associate,retail-sales-print-associate
"31.766102, -95.636925",1.78082E+18,"'75802', 'Palestine', 'Texas', 'TX', 'Palestine, Texas', 'United States'",50190,Palestine,"palestine/texas/usa/jobs::Palestine, TX",Senior Living Properties LLC::50190,Senior Living Properties LLC::50190,Senior Living Properties LLC,FALSE,senior-living-properties-llc/careers::Senior Living Properties LLC,United States,United States,USA,usa/jobs::United States,2023-10-26T11:17:48.04Z,2023-10-26T16:16:58Z,2023-10-26T16:16:58Z,seo.joblisting,0,FALSE,7F51C723AB444363B7019AC584695E52,seo.joblisting.7F51C723AB444363B7019AC584695E52,FALSE,31.766102::-95.636925::50190,"Palestine, TX",TRUE,0,"'31202100', '31201100', '29112500'",{},1514916,2023-10-27T02:37:51.05Z,1.4509974,TX,TX,Physical Therapist Assistant (PTA)  - FT,physical-therapist-assistant-pta-ft/jobs-in::Physical Therapist Assistant (PTA)  - FT,physical-therapist-assistant-pta-ft
"38.574604, -121.47096",1.78077E+18,"'94278', 'Sacramento', 'California', 'CA', 'Sacramento, California', 'United States'",52216,Sacramento,"sacramento/california/usa/jobs::Sacramento, CA",Nelnet::52216,Nelnet::52216,Nelnet,TRUE,nelnet/careers::Nelnet,United States,United States,USA,usa/jobs::United States,2023-10-26T00:07:14.585Z,2023-10-26T05:04:38Z,2023-10-26T05:04:38Z,seo.joblisting,0,TRUE,242607D19FD147B3A9114280560951A6,seo.joblisting.242607D19FD147B3A9114280560951A6,FALSE,38.574604::-121.47096::52216,"Sacramento, CA",TRUE,0,"'15123200', '15123100', '15124100'",{},R18007,2023-10-27T02:37:48.448Z,1.4509937,CA,CA,Value Added Services Implementation Specialist,value-added-services-implementation-specialist/jobs-in::Value Added Services Implementation Specialist,value-added-services-implementation-specialist
"30.422598, -86.6184",1.78083E+18,"'32548', 'Fort Walton Beach', 'Florida', 'FL', 'Fort Walton Beach, Florida', 'United States'",53141,Fort Walton Beach,"fort-walton-beach/florida/usa/jobs::Fort Walton Beach, FL",MasTec Advanced Technologies::53141,MasTec Advanced Technologies::53141,MasTec Advanced Technologies,TRUE,mastec-advanced-technologies/careers::MasTec Advanced Technologies,United States,United States,USA,usa/jobs::United States,2023-10-26T15:52:07.325Z,2023-10-26T17:22:51Z,2023-10-26T17:22:51Z,seo.joblisting,0,TRUE,30A7FDFD43F44612B6202EF471EBCE8A,seo.joblisting.30A7FDFD43F44612B6202EF471EBCE8A,FALSE,30.422598::-86.6184::53141,"Fort Walton Beach, FL",TRUE,0,"'47101100', '49905100', '47211100'",{},25951,2023-10-27T02:37:48.252Z,1.4509934,FL,FL,Street Light Technician/Operator,street-light-technicianoperator/jobs-in::Street Light Technician/Operator,street-light-technicianoperator
"37.68588, -97.33756",1.78079E+18,"'67202', 'Wichita', 'Kansas', 'KS', 'Wichita, Kansas', 'United States'",51440,Wichita,"wichita/kansas/usa/jobs::Wichita, KS",Lowe's::51440,Lowe's::51440,Lowe's,TRUE,lowes/careers::Lowe's,United States,United States,USA,usa/jobs::United States,2023-10-26T04:52:34.928Z,2023-10-26T09:48:36Z,2023-10-26T09:48:36Z,seo.joblisting,0,TRUE,841DF7A069B44D79BE15771C9A708A42,seo.joblisting.841DF7A069B44D79BE15771C9A708A42,FALSE,37.68588::-97.33756::51440,"Wichita, KS",TRUE,0,"'53706500', '41401200', '41203100'",{},2711549BR,2023-10-27T02:37:45.713Z,1.4509898,KS,KS,Merchandising Service Associate - Plant Service,merchandising-service-associate-plant-service/jobs-in::Merchandising Service Associate - Plant Service,merchandising-service-associate-plant-service
"39.736416, -104.98341",1.78081E+18,"'80238', 'Denver', 'Colorado', 'CO', 'Denver, Colorado', 'United States'",2655,Denver,"denver/colorado/usa/jobs::Denver, CO",Metropolitan State University Of Denver::2655,Metropolitan State University Of Denver::2655,Metropolitan State University Of Denver,FALSE,metropolitan-state-university-of-denver/careers::Metropolitan State University Of Denver,United States,United States,USA,usa/jobs::United States,2023-10-26T09:48:34.589Z,2023-10-26T14:37:48Z,2023-10-26T14:37:48Z,seo.joblisting,0,FALSE,848C0AB32D784157994D3A51EBBF4E4C,seo.joblisting.848C0AB32D784157994D3A51EBBF4E4C,FALSE,39.736416::-104.98341::2655,"Denver, CO",FALSE,0,"'13201100', '11303101', '11303100'",{},CO2755052,2023-10-27T02:37:42.066Z,1.4509847,CO,CO,Financial Report Creator,financial-report-creator/jobs-in::Financial Report Creator,financial-report-creator
"30.447653, -84.2599",1.78079E+18,"'32395', 'Tallahassee', 'Florida', 'FL', 'Tallahassee, Florida', 'United States'",1719,Tallahassee,"tallahassee/florida/usa/jobs::Tallahassee, FL",Chipotle Mexican Grill::1719,Chipotle Mexican Grill::1719,Chipotle Mexican Grill,TRUE,chipotle-mexican-grill/careers::Chipotle Mexican Grill,United States,United States,USA,usa/jobs::United States,2023-10-26T04:43:05.31Z,2023-10-26T09:34:23Z,2023-10-26T09:34:23Z,seo.joblisting,0,TRUE,EAACC4FB0C99404B9177A5AFF758E618,seo.joblisting.EAACC4FB0C99404B9177A5AFF758E618,FALSE,30.447653::-84.2599::1719,"Tallahassee, FL",TRUE,0,"'35302300', '99999900', '99999999'",{},23042352,2023-10-27T02:37:40.498Z,1.4509825,FL,FL,Crew Member,crew-member/jobs-in::Crew Member,crew-member
"41.243683, -77.022446",1.78078E+18,"'17705', 'Williamsport', 'Pennsylvania', 'PA', 'Williamsport, Pennsylvania', 'United States'",52697,Williamsport,"williamsport/pennsylvania/usa/jobs::Williamsport, PA",CVS Health::52697,CVS Health::52697,CVS Health,TRUE,cvs-health/careers::CVS Health,United States,United States,USA,usa/jobs::United States,2023-10-26T01:43:16.904Z,2023-10-26T06:35:40Z,2023-10-26T06:35:40Z,seo.joblisting,0,TRUE,63154EF46B5C40D387AE13BC22A3CEEB,seo.joblisting.63154EF46B5C40D387AE13BC22A3CEEB,FALSE,41.243683::-77.022446::52697,"Williamsport, PA",TRUE,0,"'53303300', '99999999'",{},R0036036,2023-10-27T02:37:39.156Z,1.4509807,PA,PA,Delivery Driver OCR,delivery-driver-ocr/jobs-in::Delivery Driver OCR,delivery-driver-ocr
"39.698105, -104.79236",1.78081E+18,"'80017', 'Aurora', 'Colorado', 'CO', 'Aurora, Colorado', 'United States'",2655,Aurora,"aurora/colorado/usa/jobs::Aurora, CO",SCL Health::2655,SCL Health::2655,SCL Health,FALSE,scl-health/careers::SCL Health,United States,United States,USA,usa/jobs::United States,2023-10-26T09:49:02.945Z,2023-10-26T14:37:57Z,2023-10-26T14:37:57Z,seo.joblisting,0,FALSE,D0631797297545AA88853F7AFF77D38C,seo.joblisting.D0631797297545AA88853F7AFF77D38C,FALSE,39.698105::-104.79236::2655,"Aurora, CO",FALSE,0,"'31909200', '29107100', '31113100'",{},CO2754954,2023-10-27T02:37:35.252Z,1.4509752,CO,CO,Medical Assistant Buckley Primary Care Clinic,medical-assistant-buckley-primary-care-clinic/jobs-in::Medical Assistant Buckley Primary Care Clinic,medical-assistant-buckley-primary-care-clinic
None,1.78083E+18,"', ', 'United States'",57602,None,"none/none/usa/jobs::Virtual, USA",MetLife::57602,MetLife::57602,MetLife,TRUE,metlife/careers::MetLife,United States,United States,USA,usa/jobs::United States,2023-10-26T16:02:57.5Z,2023-10-26T20:59:39Z,2023-10-26T20:59:39Z,seo.joblisting,0,TRUE,EDF1F3BB03724BE9B9C8DA5E9CB18DD5,seo.joblisting.EDF1F3BB03724BE9B9C8DA5E9CB18DD5,FALSE,::::57602,"Virtual, USA",TRUE,0,"'43101100', '41303100', '41309100'",{},553,2023-10-27T02:37:33.591Z,1.4509728,None,None,Client Services Consultant ll,client-services-consultant-ll/jobs-in::Client Services Consultant ll,client-services-consultant-ll
"25.752298, -80.27065",1.78079E+18,"'33114', 'Coral Gables', 'Florida', 'FL', 'Coral Gables, Florida', 'United States'",27975,Coral Gables,"coral-gables/florida/usa/jobs::Coral Gables, FL",Kforce::27975,Kforce::27975,Kforce,TRUE,kforce/careers::Kforce,United States,United States,USA,usa/jobs::United States,2023-10-26T04:17:13.469Z,2023-10-26T09:15:21Z,2023-10-26T09:15:21Z,seo.joblisting,0,FALSE,60BDF741EC1A47DE8FA11E82905F2D8F,seo.joblisting.60BDF741EC1A47DE8FA11E82905F2D8F,FALSE,25.752298::-80.27065::27975,"Coral Gables, FL",TRUE,0,"'15124400', '15124200', '99999999'",{},ITEQG2093299,2023-10-27T02:37:31.103Z,1.4509692,FL,FL,MS Azure Administrator,ms-azure-administrator/jobs-in::MS Azure Administrator,ms-azure-administrator
"29.768396, -95.4075",1.78078E+18,"'77007', 'HOUSTON', 'Texas', 'TX', 'HOUSTON, Texas', 'United States'",52697,HOUSTON,"houston/texas/usa/jobs::Houston, TX",CVS Health::52697,CVS Health::52697,CVS Health,TRUE,cvs-health/careers::CVS Health,United States,United States,USA,usa/jobs::United States,2023-10-26T01:42:16.879Z,2023-10-26T06:35:09Z,2023-10-26T06:35:09Z,seo.joblisting,0,TRUE,04CEA4968FC642DD9226545E3EADD083,seo.joblisting.04CEA4968FC642DD9226545E3EADD083,FALSE,29.768396::-95.4075::52697,"Houston, TX",TRUE,0,"'41203100', '41201100', '43405100'",{},R0068911,2023-10-27T02:37:30.431Z,1.4509683,TX,TX,Store Associate,store-associate/jobs-in::Store Associate,store-associate
"39.157887, -84.4981",1.78079E+18,"'45217', 'CINCINNATI', 'Ohio', 'OH', 'CINCINNATI, Ohio', 'United States'",57365,CINCINNATI,"cincinnati/ohio/usa/jobs::Cincinnati, OH",Elevance Health::57365,Elevance Health::57365,Elevance Health,TRUE,elevance-health/careers::Elevance Health,United States,United States,USA,usa/jobs::United States,2023-10-26T04:37:52.883Z,2023-10-26T09:31:34Z,2023-10-26T09:31:34Z,seo.joblisting,0,TRUE,6DF146932E3E4D41B868F2DB0D215920,seo.joblisting.6DF146932E3E4D41B868F2DB0D215920,FALSE,39.157887::-84.4981::57365,"Cincinnati, OH",TRUE,0,"'11911100', '29114101', '11203200'",{},JR92667,2023-10-27T02:37:29.644Z,1.4509672,OH,OH,"Director Network Relations, Post Acute Care","director-network-relations-post-acute-care/jobs-in::Director Network Relations, Post Acute Care",director-network-relations-post-acute-care
"35.21019, -80.83391",1.78079E+18,"'28230', 'Charlotte', 'North Carolina', 'NC', 'Charlotte, North Carolina', 'United States'",1719,Charlotte,"charlotte/north-carolina/usa/jobs::Charlotte, NC",Chipotle Mexican Grill::1719,Chipotle Mexican Grill::1719,Chipotle Mexican Grill,TRUE,chipotle-mexican-grill/careers::Chipotle Mexican Grill,United States,United States,USA,usa/jobs::United States,2023-10-26T04:42:39.947Z,2023-10-26T09:34:19Z,2023-10-26T09:34:19Z,seo.joblisting,0,TRUE,35CC0EDB585E449DAAB493FF79351A18,seo.joblisting.35CC0EDB585E449DAAB493FF79351A18,FALSE,35.21019::-80.83391::1719,"Charlotte, NC",TRUE,0,"'35302300', '99999900', '99999999'",{},23042463,2023-10-27T02:37:20.593Z,1.4509544,NC,NC,Crew Member,crew-member/jobs-in::Crew Member,crew-member
"21.309805, -157.84294",1.78078E+18,"'96823', 'Honolulu', 'Hawaii', 'HI', 'Honolulu, Hawaii', 'United States'",52673,Honolulu,"honolulu/hawaii/usa/jobs::Honolulu, HI",Meta::52673,Meta::52673,Meta,TRUE,meta/careers::Meta,United States,United States,USA,usa/jobs::United States,2023-10-26T02:52:50.552Z,2023-10-26T07:44:56Z,2023-10-26T07:44:56Z,seo.joblisting,0,TRUE,A3636097FA4647AC8EB45C4A36E3850B,seo.joblisting.A3636097FA4647AC8EB45C4A36E3850B,FALSE,21.309805::-157.84294::52673,"Honolulu, HI",TRUE,0,"'15121200', '15129908', '11302100'",{},a1K2K000007p8OCUAY,2023-10-27T02:37:20.378Z,1.4509542,HI,HI,Security Partner,security-partner/jobs-in::Security Partner,security-partner
"43.04893, -87.959404",1.78078E+18,"'53208', 'Milwaukee', 'Wisconsin', 'WI', 'Milwaukee, Wisconsin', 'United States'",52603,Milwaukee,"milwaukee/wisconsin/usa/jobs::Milwaukee, WI",Deloitte::52603,Deloitte::52603,Deloitte,TRUE,deloitte/careers::Deloitte,United States,United States,USA,usa/jobs::United States,2023-10-26T01:02:42.044Z,2023-10-26T05:57:33Z,2023-10-26T05:57:33Z,seo.joblisting,0,TRUE,883AD7276774415AA643BCC10C805C97,seo.joblisting.883AD7276774415AA643BCC10C805C97,FALSE,43.04893::-87.959404::52603,"Milwaukee, WI",TRUE,0,"'13115100', '15123200', '15121101'",{},163442,2023-10-27T02:37:14.873Z,1.4509463,WI,WI,Epic Credentialed Revenue Cycle Trainer,epic-credentialed-revenue-cycle-trainer/jobs-in::Epic Credentialed Revenue Cycle Trainer,epic-credentialed-revenue-cycle-trainer
"38.80641, -94.535484",1.78082E+18,"'64012', 'Belton', 'Missouri', 'MO', 'Belton, Missouri', 'United States'",34827,Belton,"belton/missouri/usa/jobs::Belton, MO",Petco::34827,Petco::34827,Petco,FALSE,petco/careers::Petco,United States,United States,USA,usa/jobs::United States,2023-10-26T13:27:59.693Z,2023-10-26T18:15:59Z,2023-10-26T18:15:59Z,seo.joblisting,0,FALSE,60972392AAC24C718F74EA74C8BE2D8C,seo.joblisting.60972392AAC24C718F74EA74C8BE2D8C,FALSE,38.80641::-94.535484::34827,"Belton, MO",TRUE,0,"'39202100', '99999999'",{},None,2023-10-27T02:37:14.767Z,1.4509462,MO,MO,Groomer,groomer/jobs-in::Groomer,groomer
"35.82271, -101.44386",1.78082E+18,"'79083', 'Stinnett', 'Texas', 'TX', 'Stinnett, Texas', 'United States'",28702,Stinnett,"stinnett/texas/usa/jobs::Stinnett, TX","AccentCare, Inc.::28702","AccentCare, Inc.::28702","AccentCare, Inc.",FALSE,"accentcare-inc/careers::AccentCare, Inc.",United States,United States,USA,usa/jobs::United States,2023-10-26T11:42:13.333Z,2023-10-26T16:41:37Z,2023-10-26T16:41:37Z,seo.joblisting,0,FALSE,F7874F9A4BD440EAAF799A1BC7D49B8C,seo.joblisting.F7874F9A4BD440EAAF799A1BC7D49B8C,FALSE,35.82271::-101.44386::28702,"Stinnett, TX",TRUE,0,"'31112200', '31112100', '99999900'",{},32334,2023-10-27T02:37:12.832Z,1.4509435,TX,TX,Private Caregiver,private-caregiver/jobs-in::Private Caregiver,private-caregiver
"41.25988, -95.84057",1.78079E+18,"'51502', 'COUNCIL BLUFFS', 'Iowa', 'IA', 'COUNCIL BLUFFS, Iowa', 'United States'",54873,COUNCIL BLUFFS,"council-bluffs/iowa/usa/jobs::Council Bluffs, IA",Pizza Hut::54873,Pizza Hut::54873,Pizza Hut,TRUE,pizza-hut/careers::Pizza Hut,United States,United States,USA,usa/jobs::United States,2023-10-26T03:03:37.066Z,2023-10-26T07:50:57Z,2023-10-26T07:50:57Z,seo.joblisting,0,FALSE,A2C5BD2F199E413FBA65A78B85A1E13A,seo.joblisting.A2C5BD2F199E413FBA65A78B85A1E13A,FALSE,41.25988::-95.84057::54873,"Council Bluffs, IA",TRUE,0,"'99999900', '35302300', '99999999'",{},96fad86e-dd72-40d8-8055-b01b00dc2af5-03b4ef4b8862,2023-10-27T02:37:12.313Z,1.4509428,IA,IA,Restaurant Team Member - Now Hiring,restaurant-team-member-now-hiring/jobs-in::Restaurant Team Member - Now Hiring,restaurant-team-member-now-hiring
"32.58053, -97.13887",1.78078E+18,"'76063', 'MANSFIELD', 'Texas', 'TX', 'MANSFIELD, Texas', 'United States'",52697,MANSFIELD,"mansfield/texas/usa/jobs::Mansfield, TX",CVS Health::52697,CVS Health::52697,CVS Health,TRUE,cvs-health/careers::CVS Health,United States,United States,USA,usa/jobs::United States,2023-10-26T01:43:36.083Z,2023-10-26T06:35:28Z,2023-10-26T06:35:28Z,seo.joblisting,0,TRUE,815A7A04A59245DF83970B21785E198B,seo.joblisting.815A7A04A59245DF83970B21785E198B,FALSE,32.58053::-97.13887::52697,"Mansfield, TX",TRUE,0,"'29205200', '99999999'",{},R0063058,2023-10-27T02:37:11.751Z,1.450942,TX,TX,pharmacy technician,pharmacy-technician/jobs-in::pharmacy technician,pharmacy-technician
"40.78737, -74.319046",1.78082E+18,"'07039', 'Livingston', 'New Jersey', 'NJ', 'Livingston, New Jersey', 'United States'",44565,Livingston,"livingston/new-jersey/usa/jobs::Livingston, NJ",RWJBarnabas Health::44565,RWJBarnabas Health::44565,RWJBarnabas Health,FALSE,rwjbarnabas-health/careers::RWJBarnabas Health,United States,United States,USA,usa/jobs::United States,2023-10-26T12:47:28.147Z,2023-10-26T17:40:30Z,2023-10-26T17:40:30Z,seo.joblisting,0,FALSE,5F47EADBF0264B92B74EA58CE2996FC9,seo.joblisting.5F47EADBF0264B92B74EA58CE2996FC9,FALSE,40.78737::-74.319046::44565,"Livingston, NJ",TRUE,0,"'29114100', '29114103', '29114101'",{},None,2023-10-27T02:37:11.57Z,1.4509418,NJ,NJ,Coordinator Patient Care - Same Day Surgery - FT/Day shift,coordinator-patient-care-same-day-surgery-ftday-shift/jobs-in::Coordinator Patient Care - Same Day Surgery - FT/Day shift,coordinator-patient-care-same-day-surgery-ftday-shift
"42.496128, -71.14151",1.78078E+18,"'01815', 'Woburn', 'Massachusetts', 'MA', 'Woburn, Massachusetts', 'United States'",55574,Woburn,"woburn/massachusetts/usa/jobs::Woburn, MA",Beth Israel Lahey Health::55574,Beth Israel Lahey Health::55574,Beth Israel Lahey Health,TRUE,beth-israel-lahey-health/careers::Beth Israel Lahey Health,United States,United States,USA,usa/jobs::United States,2023-10-26T00:42:59.818Z,2023-10-26T05:37:19Z,2023-10-26T05:37:19Z,seo.joblisting,0,TRUE,F855A219306C415AAC4A7A8CAAD772D0,seo.joblisting.F855A219306C415AAC4A7A8CAAD772D0,FALSE,42.496128::-71.14151::55574,"Woburn, MA",TRUE,0,"'43601300', '31909200', '43417100'",{},JR35134,2023-10-27T02:37:10.445Z,1.4509401,MA,MA,Medical Secretary- Woburn,medical-secretary-woburn/jobs-in::Medical Secretary- Woburn,medical-secretary-woburn
"38.875496, -78.51053",1.78079E+18,"'22664', 'Woodstock', 'Virginia', 'VA', 'Woodstock, Virginia', 'United States'",13448,Woodstock,"woodstock/virginia/usa/jobs::Woodstock, VA",Pizza Hut::13448,Pizza Hut::13448,Pizza Hut,TRUE,pizza-hut/careers::Pizza Hut,United States,United States,USA,usa/jobs::United States,2023-10-26T05:08:51.492Z,2023-10-26T09:56:01Z,2023-10-26T09:56:01Z,seo.joblisting,0,FALSE,C9C4609FA5D2466B8C5ADE2066BE114F,seo.joblisting.C9C4609FA5D2466B8C5ADE2066BE114F,FALSE,38.875496::-78.51053::13448,"Woodstock, VA",TRUE,0,"'53303100', '53303300', '53104300'",{},9441836-0667bdb2727c718845d2c99093a9a0b7,2023-10-27T02:37:10.356Z,1.4509401,VA,VA,Pizza Delivery Driver,pizza-delivery-driver/jobs-in::Pizza Delivery Driver,pizza-delivery-driver
"47.028008, -122.8908",1.78079E+18,"'98507', 'Olympia', 'Washington', 'WA', 'Olympia, Washington', 'United States'",44929,Olympia,"olympia/washington/usa/jobs::Olympia, WA",Highmark Health::44929,Highmark Health::44929,Highmark Health,TRUE,highmark-health/careers::Highmark Health,United States,United States,USA,usa/jobs::United States,2023-10-26T03:08:45.363Z,2023-10-26T08:02:34Z,2023-10-26T08:02:34Z,seo.joblisting,0,TRUE,81BA0FF290154650930D88C6041FA5EC,seo.joblisting.81BA0FF290154650930D88C6041FA5EC,FALSE,47.028008::-122.8908::44929,"Olympia, WA",TRUE,0,"'13116100', '13205100', '13111100'",{},J232873,2023-10-27T02:37:10.137Z,1.4509397,WA,WA,MBA  Integrated Finance and Market Analytics - Graduate Intern,mba-integrated-finance-and-market-analytics-graduate-intern/jobs-in::MBA  Integrated Finance and Market Analytics - Graduate Intern,mba-integrated-finance-and-market-analytics-graduate-intern
"35.931526, -77.80653",1.78079E+18,"'27803', 'Rocky Mount', 'North Carolina', 'NC', 'Rocky Mount, North Carolina', 'United States'",1719,Rocky Mount,"rocky-mount/north-carolina/usa/jobs::Rocky Mount, NC",Chipotle Mexican Grill::1719,Chipotle Mexican Grill::1719,Chipotle Mexican Grill,TRUE,chipotle-mexican-grill/careers::Chipotle Mexican Grill,United States,United States,USA,usa/jobs::United States,2023-10-26T04:42:57.457Z,2023-10-26T09:34:31Z,2023-10-26T09:34:31Z,seo.joblisting,0,TRUE,B2AE99690B4545D1B12EBD4CEE9336F4,seo.joblisting.B2AE99690B4545D1B12EBD4CEE9336F4,FALSE,35.931526::-77.80653::1719,"Rocky Mount, NC",TRUE,0,"'35302300', '99999900', '99999999'",{},23042100,2023-10-27T02:37:06.721Z,1.4509349,NC,NC,Crew Member,crew-member/jobs-in::Crew Member,crew-member
"42.535397, -83.15182",1.7808E+18,"'48017', 'CLAWSON', 'Michigan', 'MI', 'CLAWSON, Michigan', 'United States'",52696,CLAWSON,"clawson/michigan/usa/jobs::Clawson, MI",CVS Health::52696,CVS Health::52696,CVS Health,TRUE,cvs-health/careers::CVS Health,United States,United States,USA,usa/jobs::United States,2023-10-26T05:50:14.109Z,2023-10-26T10:26:58Z,2023-10-26T10:26:58Z,seo.joblisting,0,TRUE,AC91044831A748409EC049C742BAC6A3,seo.joblisting.AC91044831A748409EC049C742BAC6A3,FALSE,42.535397::-83.15182::52696,"Clawson, MI",TRUE,0,"'41203100', '41201100', '43405100'",{},R0058376,2023-10-27T02:37:05.75Z,1.4509336,MI,MI,Store Associate,store-associate/jobs-in::Store Associate,store-associate
"34.018776, -118.48503",1.78079E+18,"'90407', 'Santa Monica', 'California', 'CA', 'Santa Monica, California', 'United States'",44732,Santa Monica,"santa-monica/california/usa/jobs::Santa Monica, CA",UCLA Health::44732,UCLA Health::44732,UCLA Health,TRUE,ucla-health/careers::UCLA Health,United States,United States,USA,usa/jobs::United States,2023-10-26T03:42:14.373Z,2023-10-26T08:39:38Z,2023-10-26T08:39:38Z,seo.joblisting,0,TRUE,61E6FD840A5E447BBFF2908E75A11848,seo.joblisting.61E6FD840A5E447BBFF2908E75A11848,FALSE,34.018776::-118.48503::44732,"Santa Monica, CA",TRUE,0,"'43601300', '31909200', '43101100'",{},10298,2023-10-27T02:37:04.151Z,1.4509313,CA,CA,"Authorizations Coordinator - Oncology, Santa Monica","authorizations-coordinator-oncology-santa-monica/jobs-in::Authorizations Coordinator - Oncology, Santa Monica",authorizations-coordinator-oncology-santa-monica
"40.20981, -75.303406",1.78078E+18,"'19486', 'West Point', 'Pennsylvania', 'PA', 'West Point, Pennsylvania', 'United States'",27431,West Point,"west-point/pennsylvania/usa/jobs::West Point, PA",Merck::27431,Merck::27431,Merck,TRUE,merck/careers::Merck,United States,United States,USA,usa/jobs::United States,2023-10-26T02:33:14Z,2023-10-26T07:28:21Z,2023-10-26T07:28:21Z,seo.joblisting,0,TRUE,DE2B696B2E4A481997009D44E928F8E0,seo.joblisting.DE2B696B2E4A481997009D44E928F8E0,FALSE,40.20981::-75.303406::27431,"West Point, PA",TRUE,0,"'17219903', '17205100', '11919900'",{},R264284,2023-10-27T02:37:03.139Z,1.4509299,PA,PA,2024 University Recruiting - Global Workplace & Enterprise Services Utility & Energy Operations Co-Op,2024-university-recruiting-global-workplace-enterprise-services-utility-energy-operations-co-op/jobs-in::2024 University Recruiting - Global Workplace & Enterprise Services Utility & Energy Operations Co-Op,2024-university-recruiting-global-workplace-enterprise-services-utility-energy-operations-co-op
