GeoLocation,_version_,all_locations,buid,city_exact,city_slab_exact,company_buid_slab,company_buid_slab_exact,company_exact,company_member,company_slab_exact,country_ac,country_exact,country_short_exact,country_slab_exact,date_added,date_new,date_updated,django_ct,django_id,federal_contractor,guid,id,is_posted,lat_long_buid_slab_exact,location_exact,network,on_sites,onet_exact,other,reqid,salted_date,score,state_short,state_short_exact,title_exact,title_slab_exact,title_slug
"37.21647, -77.24193",1.78082E+18,"'23875', 'Prince George', 'Virginia', 'VA', 'Prince George, Virginia', 'United States'",47004,Prince George,"prince-george/virginia/usa/jobs::Prince George, VA","Justice, Bureau of Prisons/Federal Prison System::47004","Justice, Bureau of Prisons/Federal Prison System::47004","Justice, Bureau of Prisons/Federal Prison System",FALSE,"justice-bureau-of-prisonsfederal-prison-system/careers::Justice, Bureau of Prisons/Federal Prison System",United States,United States,USA,usa/jobs::United States,2023-10-26T12:12:16.037Z,2023-10-26T17:10:24Z,2023-10-26T17:10:24Z,seo.joblisting,0,FALSE,554073CB1A344379B8FA97773F575D7B,seo.joblisting.554073CB1A344379B8FA97773F575D7B,FALSE,37.21647::-77.24193::47004,"Prince George, VA",TRUE,0,"'43601400', '43601300', '43601100'",{},PET-2024-0005,2023-10-27T02:56:47.02Z,1.452601,VA,VA,Secretary (Associate Warden's Secretary),secretary-associate-wardens-secretary/jobs-in::Secretary (Associate Warden's Secretary),secretary-associate-wardens-secretary
"36.35346, -94.210014",1.78078E+18,"'72712', 'Bentonville', 'Arkansas', 'AR', 'Bentonville, Arkansas', 'United States'",57484,Bentonville,"bentonville/arkansas/usa/jobs::Bentonville, AR",Walmart::57484,Walmart::57484,Walmart,TRUE,walmart/careers::Walmart,United States,United States,USA,usa/jobs::United States,2023-10-26T00:48:23.384Z,2023-10-26T05:38:12Z,2023-10-26T05:38:12Z,seo.joblisting,0,TRUE,A4DDC45FDA36430B867DC4505991B042,seo.joblisting.A4DDC45FDA36430B867DC4505991B042,FALSE,36.35346::-94.210014::57484,"Bentonville, AR",TRUE,0,"'11102100', '11202100', '11302100'",{},8261_R-1710313,2023-10-27T02:56:45.677Z,1.452599,AR,AR,"Director, Business Strategy","director-business-strategy/jobs-in::Director, Business Strategy",director-business-strategy
"33.733864, -84.73292",1.78079E+18,"'30154', 'Douglasville', 'Georgia', 'GA', 'Douglasville, Georgia', 'United States'",13448,Douglasville,"douglasville/georgia/usa/jobs::Douglasville, GA",Pizza Hut::13448,Pizza Hut::13448,Pizza Hut,TRUE,pizza-hut/careers::Pizza Hut,United States,United States,USA,usa/jobs::United States,2023-10-26T05:07:44.765Z,2023-10-26T09:52:54Z,2023-10-26T09:52:54Z,seo.joblisting,0,FALSE,3B4407DF388A42ACBB243BD60492EDAE,seo.joblisting.3B4407DF388A42ACBB243BD60492EDAE,FALSE,33.733864::-84.73292::13448,"Douglasville, GA",TRUE,0,"'53303100', '53303300', '99999900'",{},9440396-41671f85ae91c9eab4b5da25975c5f88,2023-10-27T02:56:42.371Z,1.4525945,GA,GA,Delivery Driver - Now Hiring,delivery-driver-now-hiring/jobs-in::Delivery Driver - Now Hiring,delivery-driver-now-hiring
"47.028008, -122.8908",1.78078E+18,"'98507', 'Olympia', 'Washington', 'WA', 'Olympia, Washington', 'United States'",54771,Olympia,"olympia/washington/usa/jobs::Olympia, WA",Oracle::54771,Oracle::54771,Oracle,TRUE,oracle/careers::Oracle,United States,United States,USA,usa/jobs::United States,2023-10-26T01:14:49.804Z,2023-10-26T06:07:24Z,2023-10-26T06:07:24Z,seo.joblisting,0,TRUE,E7271CC5CC2A45EBA539FCD9717CF4AD,seo.joblisting.E7271CC5CC2A45EBA539FCD9717CF4AD,FALSE,47.028008::-122.8908::54771,"Olympia, WA",TRUE,0,"'11307104', '11306100', '11202100'",{},216550,2023-10-27T02:56:42.049Z,1.452594,WA,WA,"Director, SCM COE, Product Advisor","director-scm-coe-product-advisor/jobs-in::Director, SCM COE, Product Advisor",director-scm-coe-product-advisor
"34.040813, -118.295235",1.78078E+18,"'90006', 'LOS ANGELES', 'California', 'CA', 'LOS ANGELES, California', 'United States'",52231,LOS ANGELES,"los-angeles/california/usa/jobs::Los Angeles, CA",CVS Health::52231,CVS Health::52231,CVS Health,TRUE,cvs-health/careers::CVS Health,United States,United States,USA,usa/jobs::United States,2023-10-26T01:41:12.163Z,2023-10-26T06:23:49Z,2023-10-26T06:23:49Z,seo.joblisting,0,TRUE,CAEF65DD802349E991C422A7599E3E30,seo.joblisting.CAEF65DD802349E991C422A7599E3E30,FALSE,34.040813::-118.295235::52231,"Los Angeles, CA",TRUE,0,"'29205200', '99999999'",{},R0069762,2023-10-27T02:56:41.634Z,1.4525933,CA,CA,Pharmacy Technician,pharmacy-technician/jobs-in::Pharmacy Technician,pharmacy-technician
"33.415443, -111.75638",1.78082E+18,"'85213', 'Mesa', 'Arizona', 'AZ', 'Mesa, Arizona', 'United States'",28720,Mesa,"mesa/arizona/usa/jobs::Mesa, AZ",CDM Smith::28720,CDM Smith::28720,CDM Smith,TRUE,cdm-smith/careers::CDM Smith,United States,United States,USA,usa/jobs::United States,2023-10-26T10:48:26.362Z,2023-10-26T15:40:23Z,2023-10-26T15:40:23Z,seo.joblisting,0,TRUE,5B52D2F146124F449AEEEDCEBFA2B8BB,seo.joblisting.5B52D2F146124F449AEEEDCEBFA2B8BB,FALSE,33.415443::-111.75638::28720,"Mesa, AZ",TRUE,0,"'17205102', '17205100', '17208100'",{},35714BR,2023-10-27T02:56:39.875Z,1.452591,AZ,AZ,Water Resources Engineer 3,water-resources-engineer-3/jobs-in::Water Resources Engineer 3,water-resources-engineer-3
"38.574604, -121.47096",1.78078E+18,"'94278', 'Sacramento', 'California', 'CA', 'Sacramento, California', 'United States'",27478,Sacramento,"sacramento/california/usa/jobs::Sacramento, CA",J&J Family of Companies::27478,J&J Family of Companies::27478,J&J Family of Companies,TRUE,jj-family-of-companies/careers::J&J Family of Companies,United States,United States,USA,usa/jobs::United States,2023-10-26T00:54:06.832Z,2023-10-26T05:47:44Z,2023-10-26T05:47:44Z,seo.joblisting,0,TRUE,D1BA1402283D47AF8967A0F690A9DB7B,seo.joblisting.D1BA1402283D47AF8967A0F690A9DB7B,FALSE,38.574604::-121.47096::27478,"Sacramento, CA",TRUE,0,"'13205100', '13201100', '13111100'",{},2307011661W,2023-10-27T02:56:37.554Z,1.4525876,CA,CA,"Senior Financial Analyst, Global Operations","senior-financial-analyst-global-operations/jobs-in::Senior Financial Analyst, Global Operations",senior-financial-analyst-global-operations
"42.420174, -71.11165",1.7808E+18,"'02153', 'MEDFORD', 'Massachusetts', 'MA', 'MEDFORD, Massachusetts', 'United States'",52696,MEDFORD,"medford/massachusetts/usa/jobs::Medford, MA",CVS Health::52696,CVS Health::52696,CVS Health,TRUE,cvs-health/careers::CVS Health,United States,United States,USA,usa/jobs::United States,2023-10-26T05:48:43.469Z,2023-10-26T10:13:24Z,2023-10-26T10:13:24Z,seo.joblisting,0,TRUE,54276C2DD6A345E1804021780139E5BA,seo.joblisting.54276C2DD6A345E1804021780139E5BA,FALSE,42.420174::-71.11165::52696,"Medford, MA",TRUE,0,"'41203100', '41201100', '43405100'",{},R0069095,2023-10-27T02:56:36.137Z,1.4525855,MA,MA,Store Associate,store-associate/jobs-in::Store Associate,store-associate
"34.69837, -86.629364",1.7808E+18,"'35808', 'Huntsville', 'Alabama', 'AL', 'Huntsville, Alabama', 'United States'",5616,Huntsville,"huntsville/alabama/usa/jobs::Huntsville, AL","Schneider National, Inc.::5616","Schneider National, Inc.::5616","Schneider National, Inc.",FALSE,"schneider-national-inc/careers::Schneider National, Inc.",United States,United States,USA,usa/jobs::United States,2023-10-26T07:12:26.365Z,2023-10-26T12:09:28Z,2023-10-26T12:09:28Z,seo.joblisting,0,FALSE,4EA7F923D00C4FD0A6C5005E8EA57098,seo.joblisting.4EA7F923D00C4FD0A6C5005E8EA57098,FALSE,34.69837::-86.629364::5616,"Huntsville, AL",TRUE,0,"'53303200', '53303100', '99999999'",{},232036166,2023-10-27T02:56:35.775Z,1.4525851,AL,AL,Class A CDL - Dedicated Flatbed truck driver - VT Industries,class-a-cdl-dedicated-flatbed-truck-driver-vt-industries/jobs-in::Class A CDL - Dedicated Flatbed truck driver - VT Industries,class-a-cdl-dedicated-flatbed-truck-driver-vt-industries
"30.2998, -97.754776",1.78081E+18,"'78703', 'Austin', 'Texas', 'TX', 'Austin, Texas', 'United States'",52861,Austin,"austin/texas/usa/jobs::Austin, TX",Office Depot::52861,Office Depot::52861,Office Depot,TRUE,office-depot/careers::Office Depot,United States,United States,USA,usa/jobs::United States,2023-10-26T10:37:27.042Z,2023-10-26T15:35:52Z,2023-10-26T15:35:52Z,seo.joblisting,0,TRUE,B40D2256F2774DDD940EF4BC6F50C3B6,seo.joblisting.B40D2256F2774DDD940EF4BC6F50C3B6,FALSE,30.2998::-97.754776::52861,"Austin, TX",TRUE,0,"'43101100', '41101100', '41101200'",{},78213,2023-10-27T02:56:34.126Z,1.4525828,TX,TX,Retail Print and Client Services Supervisor - Key Carrier,retail-print-and-client-services-supervisor-key-carrier/jobs-in::Retail Print and Client Services Supervisor - Key Carrier,retail-print-and-client-services-supervisor-key-carrier
"37.536358, -77.45762",1.78078E+18,"'23274', 'Richmond', 'Virginia', 'VA', 'Richmond, Virginia', 'United States'",56221,Richmond,"richmond/virginia/usa/jobs::Richmond, VA",Guidehouse::56221,Guidehouse::56221,Guidehouse,TRUE,guidehouse/careers::Guidehouse,United States,United States,USA,usa/jobs::United States,2023-10-26T02:30:47.073Z,2023-10-26T07:24:35Z,2023-10-26T07:24:35Z,seo.joblisting,0,TRUE,F9500E2FB5C340489334A7F610848851,seo.joblisting.F9500E2FB5C340489334A7F610848851,FALSE,37.536358::-77.45762::56221,"Richmond, VA",TRUE,0,"'15121200', '15129908', '15125200'",{},14368,2023-10-27T02:56:32.78Z,1.4525808,VA,VA,Security Architect,security-architect/jobs-in::Security Architect,security-architect
"38.94285, -77.20537",1.78078E+18,"'22102', 'Mc Lean', 'Virginia', 'VA', 'Mc Lean, Virginia', 'United States'",54514,Mc Lean,"mc-lean/virginia/usa/jobs::Mc Lean, VA","Compass Group, North America::54514","Compass Group, North America::54514","Compass Group, North America",TRUE,"compass-group-north-america/careers::Compass Group, North America",United States,United States,USA,usa/jobs::United States,2023-10-26T00:34:35.845Z,2023-10-26T05:26:50Z,2023-10-26T05:26:50Z,seo.joblisting,0,TRUE,D65F4BB04D3C4F8AAFC6BFE12F5DBF2A,seo.joblisting.D65F4BB04D3C4F8AAFC6BFE12F5DBF2A,FALSE,38.94285::-77.20537::54514,"Mc Lean, VA",TRUE,0,"'35302301', '35101200', '35202100'",{},1245239,2023-10-27T02:56:32.444Z,1.4525805,VA,VA,BARISTA (FULL TIME),barista-full-time/jobs-in::BARISTA (FULL TIME),barista-full-time
"44.948917, -93.09146",1.7808E+18,"'55145', 'Saint Paul', 'Minnesota', 'MN', 'Saint Paul, Minnesota', 'United States'",52696,Saint Paul,"saint-paul/minnesota/usa/jobs::Saint Paul, MN",CVS Health::52696,CVS Health::52696,CVS Health,TRUE,cvs-health/careers::CVS Health,United States,United States,USA,usa/jobs::United States,2023-10-26T05:50:25.369Z,2023-10-26T10:24:38Z,2023-10-26T10:24:38Z,seo.joblisting,0,TRUE,B74BB24488174B89A8162CF8AF7DAB2E,seo.joblisting.B74BB24488174B89A8162CF8AF7DAB2E,FALSE,44.948917::-93.09146::52696,"Saint Paul, MN",TRUE,0,"'11102100', '11302100', '11919900'",{},R0039334,2023-10-27T02:56:31.581Z,1.4525791,MN,MN,"Senior Manager, PBM Operations","senior-manager-pbm-operations/jobs-in::Senior Manager, PBM Operations",senior-manager-pbm-operations
"32.616554, -110.794395",1.78081E+18,"'85623', 'Oracle', 'Arizona', 'AZ', 'Oracle, Arizona', 'United States'",48812,Oracle,"oracle/arizona/usa/jobs::Oracle, AZ",Rite of Passage::48812,Rite of Passage::48812,Rite of Passage,FALSE,rite-of-passage/careers::Rite of Passage,United States,United States,USA,usa/jobs::United States,2023-10-26T10:27:25.779Z,2023-10-26T15:20:53Z,2023-10-26T15:20:53Z,seo.joblisting,0,FALSE,93B37758435846F193578707BB7427EA,seo.joblisting.93B37758435846F193578707BB7427EA,FALSE,32.616554::-110.794395::48812,"Oracle, AZ",TRUE,0,"'21109300', '11915100', '21109900'",{},VOLUN010511,2023-10-27T02:56:30.901Z,1.4525782,AZ,AZ,VOLUNTEER,volunteer/jobs-in::VOLUNTEER,volunteer
"44.25755, -72.58117",1.78078E+18,"'05633', 'Montpelier', 'Vermont', 'VT', 'Montpelier, Vermont', 'United States'",56221,Montpelier,"montpelier/vermont/usa/jobs::Montpelier, VT",Guidehouse::56221,Guidehouse::56221,Guidehouse,TRUE,guidehouse/careers::Guidehouse,United States,United States,USA,usa/jobs::United States,2023-10-26T02:29:09.345Z,2023-10-26T07:24:50Z,2023-10-26T07:24:50Z,seo.joblisting,0,TRUE,87109A543CFF47688DED24A0E60689E8,seo.joblisting.87109A543CFF47688DED24A0E60689E8,FALSE,44.25755::-72.58117::56221,"Montpelier, VT",TRUE,0,"'11302100', '15121100', '11904100'",{},14367,2023-10-27T02:56:28.502Z,1.4525748,VT,VT,Technical Product Manager,technical-product-manager/jobs-in::Technical Product Manager,technical-product-manager
"35.476288, -97.521324",1.7808E+18,"'73163', 'Oklahoma City', 'Oklahoma', 'OK', 'Oklahoma City, Oklahoma', 'United States'",52696,Oklahoma City,"oklahoma-city/oklahoma/usa/jobs::Oklahoma City, OK",CVS Health::52696,CVS Health::52696,CVS Health,TRUE,cvs-health/careers::CVS Health,United States,United States,USA,usa/jobs::United States,2023-10-26T05:51:24.565Z,2023-10-26T10:27:08Z,2023-10-26T10:27:08Z,seo.joblisting,0,TRUE,EFA87938A66D4B699F701C6949789CEA,seo.joblisting.EFA87938A66D4B699F701C6949789CEA,FALSE,35.476288::-97.521324::52696,"Oklahoma City, OK",TRUE,0,"'21109300', '21109900', '21109200'",{},R0040675,2023-10-27T02:56:28.279Z,1.4525745,OK,OK,Justice Solutions Program Liaison,justice-solutions-program-liaison/jobs-in::Justice Solutions Program Liaison,justice-solutions-program-liaison
"39.131523, -119.756004",1.78078E+18,"'89713', 'Carson City', 'Nevada', 'NV', 'Carson City, Nevada', 'United States'",56221,Carson City,"carson-city/nevada/usa/jobs::Carson City, NV",Guidehouse::56221,Guidehouse::56221,Guidehouse,TRUE,guidehouse/careers::Guidehouse,United States,United States,USA,usa/jobs::United States,2023-10-26T02:30:12.533Z,2023-10-26T07:24:49Z,2023-10-26T07:24:49Z,seo.joblisting,0,TRUE,D102C5B3463E491797F639E5D63DAF91,seo.joblisting.D102C5B3463E491797F639E5D63DAF91,FALSE,39.131523::-119.756004::56221,"Carson City, NV",TRUE,0,"'11302100', '15121100', '11904100'",{},14367,2023-10-27T02:56:27.415Z,1.4525733,NV,NV,Technical Product Manager,technical-product-manager/jobs-in::Technical Product Manager,technical-product-manager
"42.08229, -87.8221",1.78079E+18,"'60026', 'Glenview', 'Illinois', 'IL', 'Glenview, Illinois', 'United States'",42321,Glenview,"glenview/illinois/usa/jobs::Glenview, IL",ITW::42321,ITW::42321,ITW,TRUE,itw/careers::ITW,United States,United States,USA,usa/jobs::United States,2023-10-26T04:07:15.308Z,2023-10-26T09:03:52Z,2023-10-26T09:03:52Z,seo.joblisting,0,TRUE,9FB5213B5E0A4E839BDBDC8AD2624C05,seo.joblisting.9FB5213B5E0A4E839BDBDC8AD2624C05,FALSE,42.08229::-87.8221::42321,"Glenview, IL",TRUE,0,"'15121200', '15129905', '15129904'",{},REF11832C,2023-10-27T02:56:25.546Z,1.4525707,IL,IL,Cyber Security Intern,cyber-security-intern/jobs-in::Cyber Security Intern,cyber-security-intern
"41.872223, -87.66876",1.78078E+18,"'60684', 'Chicago', 'Illinois', 'IL', 'Chicago, Illinois', 'United States'",53501,Chicago,"chicago/illinois/usa/jobs::Chicago, IL",Deloitte::53501,Deloitte::53501,Deloitte,TRUE,deloitte/careers::Deloitte,United States,United States,USA,usa/jobs::United States,2023-10-26T02:52:21.235Z,2023-10-26T07:47:56Z,2023-10-26T07:47:56Z,seo.joblisting,0,TRUE,041E7846912142EA88F73421895EBC01,seo.joblisting.041E7846912142EA88F73421895EBC01,FALSE,41.872223::-87.66876::53501,"Chicago, IL",TRUE,0,"'15123200', '13115100', '15129908'",{},163438,2023-10-27T02:56:24.575Z,1.4525692,IL,IL,Epic Credentialed Revenue Cycle Trainer,epic-credentialed-revenue-cycle-trainer/jobs-in::Epic Credentialed Revenue Cycle Trainer,epic-credentialed-revenue-cycle-trainer
"35.92616, -79.0589",1.78079E+18,"'27599', 'Chapel Hill', 'North Carolina', 'NC', 'Chapel Hill, North Carolina', 'United States'",51631,Chapel Hill,"chapel-hill/north-carolina/usa/jobs::Chapel Hill, NC",UNC Health Care::51631,UNC Health Care::51631,UNC Health Care,TRUE,unc-health-care/careers::UNC Health Care,United States,United States,USA,usa/jobs::United States,2023-10-26T05:17:17.676Z,2023-10-26T10:14:50Z,2023-10-26T10:14:50Z,seo.joblisting,0,TRUE,3DEC2543D6B04210BFAF8DE5C6D63300,seo.joblisting.3DEC2543D6B04210BFAF8DE5C6D63300,FALSE,35.92616::-79.0589::51631,"Chapel Hill, NC",TRUE,0,"'29114100', '29114104', '29114103'",{},9999-INFOR-99833,2023-10-27T02:56:20.306Z,1.4525633,NC,NC,RN Nursing Coordinator - GI Support Services,rn-nursing-coordinator-gi-support-services/jobs-in::RN Nursing Coordinator - GI Support Services,rn-nursing-coordinator-gi-support-services
"27.172628, -80.227295",1.78079E+18,"'34995', 'Stuart', 'Florida', 'FL', 'Stuart, Florida', 'United States'",1719,Stuart,"stuart/florida/usa/jobs::Stuart, FL",Chipotle Mexican Grill::1719,Chipotle Mexican Grill::1719,Chipotle Mexican Grill,TRUE,chipotle-mexican-grill/careers::Chipotle Mexican Grill,United States,United States,USA,usa/jobs::United States,2023-10-26T04:42:40.334Z,2023-10-26T09:34:17Z,2023-10-26T09:34:17Z,seo.joblisting,0,TRUE,38D108EC025C46A7847EBF70B87A7A05,seo.joblisting.38D108EC025C46A7847EBF70B87A7A05,FALSE,27.172628::-80.227295::1719,"Stuart, FL",TRUE,0,"'35302300', '99999900', '99999999'",{},23042520,2023-10-27T02:56:18.917Z,1.4525611,FL,FL,Crew Member,crew-member/jobs-in::Crew Member,crew-member
"38.566036, -92.176636",1.78078E+18,"'65108', 'Jefferson City', 'Missouri', 'MO', 'Jefferson City, Missouri', 'United States'",55698,Jefferson City,"jefferson-city/missouri/usa/jobs::Jefferson City, MO",Ford Motor Company::55698,Ford Motor Company::55698,Ford Motor Company,TRUE,ford-motor-company/careers::Ford Motor Company,United States,United States,USA,usa/jobs::United States,2023-10-26T01:27:54.365Z,2023-10-26T06:23:36Z,2023-10-26T06:23:36Z,seo.joblisting,0,TRUE,782252EA0C624C0B9B6508E7994951E6,seo.joblisting.782252EA0C624C0B9B6508E7994951E6,FALSE,38.566036::-92.176636::55698,"Jefferson City, MO",TRUE,0,"'13111100', '13116100', '15203100'",{},18178,2023-10-27T02:56:16.835Z,1.4525583,MO,MO,CX Analyst- Ford Pro,cx-analyst-ford-pro/jobs-in::CX Analyst- Ford Pro,cx-analyst-ford-pro
None,1.78082E+18,"'Lansing', 'Lansing, ', 'United States'",52685,Lansing,"lansing/none/usa/jobs::Lansing, USA",Meijer::52685,Meijer::52685,Meijer,FALSE,meijer/careers::Meijer,United States,United States,USA,usa/jobs::United States,2023-10-26T12:37:51.286Z,2023-10-26T17:35:32Z,2023-10-26T17:35:32Z,seo.joblisting,0,FALSE,4FB6A0864F7C40329B2F673DE51383B3,seo.joblisting.4FB6A0864F7C40329B2F673DE51383B3,FALSE,::::52685,"Lansing, USA",TRUE,0,"'33109900', '33903200', '33909902'",{},R000410959,2023-10-27T02:56:16.481Z,1.4525578,None,None,Asset Protection Coordinator,asset-protection-coordinator/jobs-in::Asset Protection Coordinator,asset-protection-coordinator
"41.872223, -87.66876",1.78078E+18,"'60684', 'CHICAGO', 'Illinois', 'IL', 'CHICAGO, Illinois', 'United States'",52231,CHICAGO,"chicago/illinois/usa/jobs::Chicago, IL",CVS Health::52231,CVS Health::52231,CVS Health,TRUE,cvs-health/careers::CVS Health,United States,United States,USA,usa/jobs::United States,2023-10-26T01:38:37.947Z,2023-10-26T06:24:30Z,2023-10-26T06:24:30Z,seo.joblisting,0,TRUE,0E5FA027C1C345558FBB9803834CB3C5,seo.joblisting.0E5FA027C1C345558FBB9803834CB3C5,FALSE,41.872223::-87.66876::52231,"Chicago, IL",TRUE,0,"'41203100', '41201100', '43405100'",{},R0056721,2023-10-27T02:56:16.129Z,1.4525573,IL,IL,Store Associate,store-associate/jobs-in::Store Associate,store-associate
None,1.78082E+18,"', ', 'United States'",47211,None,"none/none/usa/jobs::Virtual, USA",Veterans Benefits Administration::47211,Veterans Benefits Administration::47211,Veterans Benefits Administration,FALSE,veterans-benefits-administration/careers::Veterans Benefits Administration,United States,United States,USA,usa/jobs::United States,2023-10-26T12:57:39.222Z,2023-10-26T17:54:53Z,2023-10-26T17:54:53Z,seo.joblisting,0,FALSE,565157B362A0465EB5A5559E3FE08D4C,seo.joblisting.565157B362A0465EB5A5559E3FE08D4C,FALSE,::::47211,"Virtual, USA",TRUE,0,"'43411100', '13104100', '13104101'",{},351-12182497-23-CC-BU,2023-10-27T02:56:13.5Z,1.4525535,None,None,Education Compliance Survey Specialist,education-compliance-survey-specialist/jobs-in::Education Compliance Survey Specialist,education-compliance-survey-specialist
"40.479004, -104.90245",1.78078E+18,"'80551', 'Windsor', 'Colorado', 'CO', 'Windsor, Colorado', 'United States'",56438,Windsor,"windsor/colorado/usa/jobs::Windsor, CO","Adecco US, Inc.::56438","Adecco US, Inc.::56438","Adecco US, Inc.",TRUE,"adecco-us-inc/careers::Adecco US, Inc.",United States,United States,USA,usa/jobs::United States,2023-10-26T02:37:17.645Z,2023-10-26T07:35:12Z,2023-10-26T07:35:12Z,seo.joblisting,0,TRUE,551BD9A6F696465D86557CFFEE2CB5DC,seo.joblisting.551BD9A6F696465D86557CFFEE2CB5DC,FALSE,40.479004::-104.90245::56438,"Windsor, CO",TRUE,0,"'51209200', '51919900', '51919800'",{},US_EN_99_025154_2182706,2023-10-27T02:56:13.339Z,1.4525533,CO,CO,Production Team Member,production-team-member/jobs-in::Production Team Member,production-team-member
"40.84881, -73.877914",1.78078E+18,"'10460', 'The Bronx', 'New York', 'NY', 'The Bronx, New York', 'United States'",55540,The Bronx,"the-bronx/new-york/usa/jobs::The Bronx, NY",Target::55540,Target::55540,Target,TRUE,target/careers::Target,United States,United States,USA,usa/jobs::United States,2023-10-26T00:30:18.161Z,2023-10-26T05:18:59Z,2023-10-26T05:18:59Z,seo.joblisting,0,TRUE,B5512FE96A164C459084678117A90F8A,seo.joblisting.B5512FE96A164C459084678117A90F8A,FALSE,40.84881::-73.877914::55540,"The Bronx, NY",TRUE,0,"'13107100', '11312100', '43416100'",{},R0000319067,2023-10-27T02:56:11.773Z,1.4525511,NY,NY,Human Resources Expert,human-resources-expert/jobs-in::Human Resources Expert,human-resources-expert
"27.985773, -82.475204",1.78084E+18,"'33603', 'Tampa', 'Florida', 'FL', 'Tampa, Florida', 'United States'",56624,Tampa,"tampa/florida/usa/jobs::Tampa, FL",Crash Champions::56624,Crash Champions::56624,Crash Champions,TRUE,crash-champions/careers::Crash Champions,United States,United States,USA,usa/jobs::United States,2023-10-26T17:17:09.69Z,2023-10-26T22:12:11Z,2023-10-26T22:12:11Z,seo.joblisting,0,TRUE,CA53458EC5C24CF49BE63E385DC3AC54,seo.joblisting.CA53458EC5C24CF49BE63E385DC3AC54,FALSE,27.985773::-82.475204::56624,"Tampa, FL",TRUE,0,"'43405100', '41202100', '43101100'",{},2023-3469,2023-10-27T02:56:11.573Z,1.4525509,FL,FL,Customer Service Representative,customer-service-representative/jobs-in::Customer Service Representative,customer-service-representative
"38.275223, -104.619896",1.78081E+18,"'81011', 'Pueblo', 'Colorado', 'CO', 'Pueblo, Colorado', 'United States'",52516,Pueblo,"pueblo/colorado/usa/jobs::Pueblo, CO",Colorado Department of Human Services::52516,Colorado Department of Human Services::52516,Colorado Department of Human Services,FALSE,colorado-department-of-human-services/careers::Colorado Department of Human Services,United States,United States,USA,usa/jobs::United States,2023-10-26T09:27:21.61Z,2023-10-26T14:23:57Z,2023-10-26T14:23:57Z,seo.joblisting,0,FALSE,A592CD72B6434F55BB6CE9FDCC881DA3,seo.joblisting.A592CD72B6434F55BB6CE9FDCC881DA3,FALSE,38.275223::-104.619896::52516,"Pueblo, CO",TRUE,0,"'29103100', '21109300', '43101100'",{},None,2023-10-27T02:56:11.365Z,1.4525506,CO,CO,Diet Office Supervisor - Nutrition Services,diet-office-supervisor-nutrition-services/jobs-in::Diet Office Supervisor - Nutrition Services,diet-office-supervisor-nutrition-services
"29.768396, -95.4075",1.78078E+18,"'77007', 'HOUSTON', 'Texas', 'TX', 'HOUSTON, Texas', 'United States'",52697,HOUSTON,"houston/texas/usa/jobs::Houston, TX",CVS Health::52697,CVS Health::52697,CVS Health,TRUE,cvs-health/careers::CVS Health,United States,United States,USA,usa/jobs::United States,2023-10-26T01:43:40.064Z,2023-10-26T06:34:53Z,2023-10-26T06:34:53Z,seo.joblisting,0,TRUE,87E56D15AB874E35BC0D55899DA60B34,seo.joblisting.87E56D15AB874E35BC0D55899DA60B34,FALSE,29.768396::-95.4075::52697,"Houston, TX",TRUE,0,"'41101100', '35101200', '41101200'",{},R0063733,2023-10-27T02:56:07.829Z,1.4525456,TX,TX,Shift Supervisor Trainee,shift-supervisor-trainee/jobs-in::Shift Supervisor Trainee,shift-supervisor-trainee
"28.523294, -81.329544",1.78078E+18,"'32806', 'ORLANDO', 'Florida', 'FL', 'ORLANDO, Florida', 'United States'",52231,ORLANDO,"orlando/florida/usa/jobs::Orlando, FL",CVS Health::52231,CVS Health::52231,CVS Health,TRUE,cvs-health/careers::CVS Health,United States,United States,USA,usa/jobs::United States,2023-10-26T01:41:45.302Z,2023-10-26T06:23:24Z,2023-10-26T06:23:24Z,seo.joblisting,0,TRUE,F36681A056EA4BF3898C64F6596F2443,seo.joblisting.F36681A056EA4BF3898C64F6596F2443,FALSE,28.523294::-81.329544::52231,"Orlando, FL",TRUE,0,"'29205200', '99999999'",{},R0076694,2023-10-27T02:56:07.092Z,1.4525445,FL,FL,Pharmacy Technician,pharmacy-technician/jobs-in::Pharmacy Technician,pharmacy-technician
None,1.78079E+18,"'Alabama', 'AL', ', Alabama', 'United States'",56399,None,"none/alabama/usa/jobs::Alabama, USA",Teleperformance USA::56399,Teleperformance USA::56399,Teleperformance USA,TRUE,teleperformance-usa/careers::Teleperformance USA,United States,United States,USA,usa/jobs::United States,2023-10-26T03:17:40.019Z,2023-10-26T08:16:13Z,2023-10-26T08:16:13Z,seo.joblisting,0,TRUE,6EAB1E026C764BF29F29B73E096E7DCF,seo.joblisting.6EAB1E026C764BF29F29B73E096E7DCF,FALSE,::::56399,"Alabama, USA",TRUE,0,"'43405100', '99999900', '41309100'",{},2023-42824,2023-10-27T02:56:06.527Z,1.4525437,AL,AL,Automotive Sales & Service Representative - Work from Home,automotive-sales-service-representative-work-from-home/jobs-in::Automotive Sales & Service Representative - Work from Home,automotive-sales-service-representative-work-from-home
